Application ID,Submission ID,Applicant Role,"Association, Cooperative, or Owner",Address Number,Street Direction,Street Name,Street Type,Number of Units,PIN,Vote Date,Recorded Date,Signed Date,Latitude,Longitude,Location
702,PB2016A00702,Registered Agent,Oakdale II LLC,517,W,Oakdale,AVE,68,14-28-117-010-0000,10/05/2016,,10/06/2016,41.9354403662,-87.6425438367,"(41.93544036623038, -87.64254383670213)"
2795,PB2019A02795,MANAGER,,3225,W,111TH,ST,18,24-23-207-077-0000,,10/02/2019,10/02/2019,41.6914419684,-87.7020067987,"(41.69144196840801, -87.70200679874824)"
3139,PB2021A03139,Kalabich Management,,8216-8220,S,Commercial,AVE,22,21-31-228-017 thru 019 and 026 thru 029 -0000,,03/30/2021,03/30/2021,41.7459556353,-87.5515945912,"(41.74595563530019, -87.55159459118772)"
1195,PB2017A01195,Vice President,,2630,N,Hampden,CT,67,"14-28-318-022-0000, 14-28-318-023-0000, 14-28-318-024-0000",,03/03/2017,03/03/2017,41.9300673372,-87.6412782228,"(41.93006733716706, -87.64127822283523)"
834,PB2017A00834,Owner,Northtown Village Phase II,718,W,Evergreen,AVE,,17-04-113-100-1074,,,08/29/2016,41.906474286,-87.6463800003,"(41.90647428597194, -87.64638000029713)"
1812,PB2017A01812,AUTHORIZED AGENT,PRAIRIE TOWNHOMES of DEARBORN PARK,1404,S,FEDERAL,ST,1,17212110560000,,08/24/2017,08/24/2017,41.8638535662,-87.6295368097,"(41.86385356617653, -87.62953680966432)"
1493,PB2017A01493,Property Manager,The Guild Condominium Association,50,E,16th,ST,171,17-22-107-070-0000,,08/03/2017,08/03/2017,41.8603236238,-87.6253161039,"(41.860323623802685, -87.62531610385747)"
696,PB2016A00696,Registered Agent,Diversey II LLC,2759,N,Magnolia,AVE,48,14-29-306-001-0000,10/05/2016,,10/06/2016,41.9324482315,-87.6597675862,"(41.9324482315187, -87.65976758620569)"
1229,PB2017A01229,registered agent,Lincoln Park Plaza LLC,600,W,Diversey,PKWY,256,"14-28-121-004-0000, 14-28-122-003-0000",10/07/0016,03/14/2017,03/14/2017,41.9329214521,-87.6443485441,"(41.93292145205261, -87.64434854414748)"
266,PB2016A00266,Board President,Deming Condominium Assoc,416-422,W,Deming,PL,13,14-28-315-095-1001-1013,,,08/18/2016,41.9295912335,-87.6399409267,"(41.92959123354167, -87.63994092671201)"
1526,PB2017A01526,authorized agent,North Town Village Condo Assoc,752,W,Evergreen,AVE,145,17-04-113-100-1009-1010,,08/10/2017,08/10/2017,41.9064907688,-87.6478040539,"(41.90649076876127, -87.64780405386433)"
1584,PB2017A01584,Agent,Hudson Place Condo,421-425,W,Wisconsin,ST,21,14-33-311-053-1001,,08/10/2017,08/10/2017,41.9163870382,-87.6396587157,"(41.91638703821149, -87.63965871573951)"
537,PB2016A00537,President,2614 N Racine Condominium Assoc,2614,N,Racine,AVE,7,14-29-310-054-1007,,09/16/2016,09/16/2016,41.9293744555,-87.6587411071,"(41.92937445551093, -87.6587411070982)"
475,PB2016A00475,Authorized Agent,Wells and Scott Dev Partners LLC,211,W,Scott,ST,71,17-04220-015-0000,,,08/25/2016,41.9048311503,-87.6350277451,"(41.90483115028203, -87.63502774510842)"
762,PB2016A00762,Managing Agent,Lincoln Station Condo Assoc,4700,N,Western,AVE,24,13-13-207-041-1001-1024,10/19/2016,,10/19/2016,41.966848451,-87.6889984037,"(41.9668484509519, -87.68899840367948)"
730,PB2016A00730,Owner,Pinball LLC Irving Park Courts by Reside,718,W,Irving Park,RD,68,14-16-305-017-0000,,,10/11/2016,41.95468775,-87.6487795068,"(41.954687750003565, -87.64877950683993)"
3369,PB2024A03369,Property Manager,Mason Manor Condominium Association of Chicago,8748,W,SUMMERDALE,AVE,35,12-11-116-030-1001,,09/25/2024,09/25/2024,41.9760786195,-87.8459720576,"(41.976078619535684, -87.84597205758266)"
2654,PB2019A02654,Manager,,4816,N,Springfield,AVE,8,13-11-322-020-0000,,10/01/2019,10/01/2019,41.9688188377,-87.7257656707,"(41.968818837680104, -87.72576567066508)"
1739,PB2017A01739,authorized agent,Dearborn Park Unit One Townhomes,1061,S,Park,TER,144,17-16-423-002-0000,07/13/2016,08/14/2017,08/14/2017,41.8697185491,-87.6299051941,"(41.86971854911251, -87.62990519414915)"
2328,PB2018A02328,Registered Agent,THE 722-28 WEST ADDISON CONDOMINIUM ASSOCIATION,722-728,W,Addison,ST,11,14-21-107-015-0000,,06/07/2018,06/07/2018,41.9474225174,-87.648120439,"(41.94742251742003, -87.64812043896505)"
715,PB2016A00715,Registered Agent,Division I LLC,11,W,Division,ST,110,17-04-407-010-0000,10/05/2016,,10/06/2016,41.9038238424,-87.6291603622,"(41.903823842447046, -87.62916036215749)"
150,PB2016A00150,Authorized Agent,Park Place Chicago Condominium Assoc,600,N,Kingsbury,ST,163,17-09-126-008-0000               17-09-126-021-0000               17-09-126-022-1001-1379,,,08/03/2016,41.8922337222,-87.6406157448,"(41.89223372222434, -87.6406157447626)"
3187,PB2021A03187,Owner,,901-905,W,Argyle,ST,75,14-08-412-007-0000,,11/03/2021,11/03/2021,41.9732352007,-87.6526515955,"(41.973235200725384, -87.65265159554943)"
85,PB2016A00085,Authorized Agent,6-12 E Scott Coop,6-12,E,Scott,ST,12,17-03-109-012-0000,,,07/29/2016,41.9049686449,-87.6284696177,"(41.90496864488235, -87.62846961767109)"
2835,PB2019A02835,Manager,,6814-6824,S,Jeffery,BLVD,30,20-24-315-017-0000,,10/02/2019,10/02/2019,41.771138083,-87.5765818125,"(41.771138082974595, -87.57658181250267)"
1672,PB2017A01672,Property Manager,Catherine Court Condo Assn,5348-5358,N,Cumberland,AVE,499,12-11-119-038-1512,,08/11/2017,08/11/2017,41.9769418818,-87.8367594941,"(41.97694188181365, -87.8367594940612)"
540,PB2016A00540,President,21 West Chestnut Condominium Assoc,21,W,Chestnut,ST,125,17-04-450-043-1001-1265,,08/25/2016,09/19/2016,41.8978902944,-87.6291493505,"(41.897890294438014, -87.62914935051867)"
1279,PB2017A01279,Registered Agent,,1476-1482,W,Summerdale,AVE,14,14-08-116-006-0000,,03/27/2017,03/27/2017,41.979049716,-87.6677743566,"(41.979049716032925, -87.66777435661234)"
2627,PB2019A02627,Manager,,5124-5132,S,Kimbark,AVE,31,20-11-400-022-0000,,09/30/2019,09/30/2019,41.8015672548,-87.5952190168,"(41.80156725483778, -87.59521901677275)"
26,PB2016A00026,President,111 E Chestnut Condo Assoc,111,E,Chestnut,ST,444,17-03-225-078-1001-1449,,,07/21/2016,41.8982616191,-87.6251646919,"(41.89826161908875, -87.62516469194003)"
1622,PB2017A01622,Property Manager,Wrightwood and Seminary Condo Assn,2546-2552,N,Seminary,AVE,18,14-29-414-040-1001,,08/10/2017,08/10/2017,41.9285413805,-87.6562895833,"(41.92854138048722, -87.65628958332148)"
2847,PB2019A02847,Manager,,7740-7758,S,Prairie,AVE,30,20-27-315-024-0000,,10/02/2019,10/02/2019,41.7534826019,-87.6183549602,"(41.7534826018846, -87.6183549601583)"
2142,PB2018A02142,Property Manager,,2300,W,Wabansia,AVE,113,14-31-319-029-1001,,02/15/2018,02/15/2018,41.9127178964,-87.6849104607,"(41.91271789638807, -87.6849104607153)"
2770,PB2019A02770,MANAGER,,1539,W,19TH,ST,6,17-20-317-002-0000,,10/02/2019,10/02/2019,41.8558899623,-87.665235061,"(41.85588996230728, -87.66523506103441)"
48,PB2016A00048,Authorized Agent,680 N Lake Shore Drive  South Residence,680,N,Lake Shore,DR,120,17-10-202-062-1001,,,07/27/2016,41.8947983703,-87.6158666457,"(41.894798370283404, -87.61586664567874)"
806,PB2016A00806,Owner,Parkside Phase #B Apartments,1151,N,Cleveland,AVE,106,17-04-306-040-0000 thru 17-04-306-047-0000,,,10/11/2016,41.902989721,-87.6410428925,"(41.90298972100022, -87.64104289245151)"
1734,PB2017A01734,Owner,,708-710,N,Hoyne,AVE,12,17-07-106-044-0000,,08/14/2017,08/14/2017,41.8943434982,-87.6796007681,"(41.8943434982177, -87.67960076805213)"
2873,PB2019A02873,Manager,,7505-7507,S,Luella,AVE,13,20-25-405-001-0000,,10/03/2019,10/03/2019,41.7587456289,-87.5698805913,"(41.75874562890573, -87.5698805913275)"
1756,PB2017A01756,authorized agent,Hawthorne Court Townhome Condo Assoc,1135-1157,W,Roscoe,ST,80,14-20-414-019-0000,,08/16/2017,08/16/2017,41.9434006944,-87.6579987648,"(41.943400694404474, -87.65799876477809)"
555,PB2016A00555,Authorized Agent,Lincoln Park 2550 Condominium Assoc,2550,N,Lakeview,AVE,219,14-28-319-112-1001-1219,,06/16/2014,09/20/2016,41.9294644326,-87.6394039582,"(41.92946443263831, -87.63940395820882)"
1912,PB2017A01912,authorized agent,,60,W,15th,ST,1,17212113460000,,09/11/2017,09/11/2017,41.862028722,-87.6297292668,"(41.862028722018934, -87.62972926678106)"
1768,PB2017A01768,agent,Magnolia of Sheridan Park Condo Assoc,1217-1223,W,Lawrence,AVE,24,14-17-105-024-1000,,08/16/2017,08/16/2017,41.9689033111,-87.6604442903,"(41.96890331109304, -87.66044429032091)"
1529,PB2017A01529,authorized agent,North Town Village Condo Assoc,758,W,Fair,PL,145,17-04-113-100-1016,,08/10/2017,08/10/2017,41.9061238454,-87.6479650889,"(41.90612384543219, -87.64796508894888)"
396,PB2016A00396,Authorized Agent,Michigan Avenue Lofts Condominium Assoc,910,S,Michigan,AVE,262,17-15-307-036-1001-1268,,,08/22/2016,41.8702503903,-87.6242775803,"(41.8702503903183, -87.62427758029956)"
231,PB2016A00231,Property Manager,5040-60 N Marine Drive Condominium Assoc,5056,N,Marine,DR,30,14-08-407-022-1137-1167,,,08/09/2016,41.9750311885,-87.6517765417,"(41.975031188502115, -87.65177654174278)"
802,PB2016A00802,Authorized Agent,West Sherwin Place Condo Assoc,1549,W,Sherwin,AVE,23,11-29-316-030-1001-1023,,,11/07/2016,42.0148225937,-87.6700846207,"(42.01482259365231, -87.67008462069661)"
659,PB2016A00659,Authorized Agent,Chelsea Townhomes,115,S,Racine,AVE,1,17-17-210-033-0000,,,09/22/2016,41.8798465367,-87.6569379425,"(41.87984653673192, -87.65693794251483)"
1219,PB2017A01219,Registered Agent,River West Courts HOA,660-664,N,Peoria,ST,12,17-08-221-034-0000 thru 17-08-221-046-0000,02/23/0017,03/07/2017,03/07/2017,41.8940328594,-87.6502464788,"(41.89403285941995, -87.65024647878153)"
824,PB2017A00824,Owner,Northtown Village Phase II,718,W,Eastman,ST,,17-04-113-100-1057,,,08/29/2016,41.9068677211,-87.6468822484,"(41.90686772114533, -87.64688224836213)"
258,PB2016A00258,Authorized Agent,2000 North Lincoln Park West Condominium Assoc,2052,N,Lincoln Park West,,195,14-33-209-010-1001-1204,,,08/17/2016,41.919990992,-87.6365443708,"(41.91999099203436, -87.63654437081789)"
3073,PB2020A03073,Property Manager,Seeley of East Ridge Condominium Association,2033-2037,W,Fargo,AVE,23,11-30-315-022-1001 through 11-30-315-022-1028,,05/19/2020,05/19/2020,42.0163670151,-87.6818088077,"(42.016367015096726, -87.68180880772623)"
1644,PB2017A01644,Agent,Lakewood Ct. H.O.A.,3150,N,Lakewood,AVE,16,14-29-102-069-0000,,08/11/2017,08/11/2017,41.9395192912,-87.6612865651,"(41.93951929119659, -87.6612865650756)"
1320,PB2017A01320,registered agent,Berwick Condo Assoc,846-854,W,Cornelia,AVE,18,14-20-406-046-0000,03/30/0017,04/18/2017,04/18/2017,41.9455548929,-87.6512885175,"(41.94555489287882, -87.6512885174848)"
1353,PB2017A01353,registered agent,438-448 W Surf St Condo Assoc,438-448,W,Surf,ST,45,14-28-118-044-1001-1045,01/30/2017,05/30/2017,05/30/2017,41.9344250985,-87.6409069847,"(41.934425098504704, -87.64090698465101)"
1806,PB2017A01806,AUTHORIZED AGENT,PRAIRIE TOWNHOMES of DEARBORN PARK,1350,S,FEDERAL,ST,1,17212111770000,,08/24/2017,08/24/2017,41.8643036636,-87.6295474281,"(41.864303663587144, -87.62954742806897)"
934,PB2017A00934,President,Garibaldi Square Homeowner's Assoc,600,S,Loomis,ST,86,17-17-300-072-0000 thru 17-17-300-070-0000,12/08/2016,,12/08/2016,41.8741584412,-87.6619340668,"(41.874158441246195, -87.66193406682929)"
1469,PB2017A01469,PROPERTY MANAGER,,3725-3727,N,FREMONT,ST,6,14-20-223-032-0000,,07/20/2017,07/20/2017,41.9498998188,-87.6518368274,"(41.949899818817464, -87.6518368274478)"
1532,PB2017A01532,authorized agent,North Town Village Condo Assoc,1333,N,Burling,ST,145,17-04-113-100-1029-1030,,08/10/2017,08/10/2017,41.9058407282,-87.6471787085,"(41.905840728153144, -87.6471787084821)"
259,PB2016A00259,Authorized Agent,Brompton Pine Grove Condominium Assoc,549-551,W,Brompton,AVE,7,14-21-112-001-1001-1007,,,08/17/2016,41.9470143455,-87.6446189163,"(41.947014345526426, -87.64461891634578)"
2345,PB2018A02345,property manager,Townhomes of Vernon Park Place,1025-1027,W,Vernon Park,PL,49,17-17-412-044-1001-1049,,07/30/2018,07/30/2018,41.8729417664,-87.6521873162,"(41.872941766438096, -87.65218731622787)"
878,PB2017A00878,Registered Agent,South Commons Phase 1 Condo Assoc,3001,S,Michigan,AVE,679,17-27-310-093-1001-1679,07/25/2016,,07/28/2016,41.8395449429,-87.6230896992,"(41.839544942931575, -87.62308969921595)"
501,PB2016A00501,Authorized Agent,1910 South Michigan Condominium Assoc,1910,S,Michigan,AVE,17,17-22-306-051-1021-1036,,,09/06/2016,41.8562752678,-87.6240426552,"(41.85627526779523, -87.62404265515322)"
1522,PB2017A01522,authorized agent,North Town Village Condo Assoc,1422,N,Burling,ST,145,17-04-113-100-1005,,08/10/2017,08/10/2017,41.9070291513,-87.6475049991,"(41.907029151332445, -87.64750499909238)"
281,PB2016A00281,Property Manager,West Loop Condominium Assoc,127-129,N,Oakley,AVE,23,17-18-107-036-0000               17-18-107-037-0000               17-18-107-038-0000,,,08/03/2016,41.8838874704,-87.6838910756,"(41.8838874703532, -87.68389107558296)"
343,PB2016A00343,Property Manager,879 N. La Salle Condominium Assoc,879,N,La Salle,DR,4,17-04-440-030-1001-1004,,,08/03/2016,41.8988924229,-87.6326277468,"(41.89889242292685, -87.63262774675471)"
625,PB2016A00625,Authorized Agent,Chelsea Townhomes,1137 #1,W,Monroe,ST,1,17-17-210-067-0000,,,09/22/2016,41.8802352922,-87.6561414428,"(41.88023529222652, -87.6561414427707)"
1253,PB2017A01253,Property Manager,,3450-3456,N,Elaine,PL,16,14-21-303-019-0000,,03/27/2017,03/27/2017,41.9450623244,-87.6479837376,"(41.945062324429344, -87.64798373756635)"
1601,PB2017A01601,Agent,Greenview-Schreiber Condos,1508-1510,W,Schreiber,AVE,15,11-32-323-019-1001,,08/10/2017,08/10/2017,41.999109335,-87.6683821622,"(41.999109334999076, -87.66838216224932)"
719,PB2016A00719,Registered Agent,Sheffield I LLC,3834,N,Sheffield,AVE,90,14-20-211-029-0000,10/05/2016,,10/06/2016,41.9521874163,-87.6546224602,"(41.95218741626236, -87.65462246015313)"
3083,PB2020A03083,Attorney,Wellington Terrace Condominiums,735-749,W,WELLINGTON,AVE,24,14-28-110-017-1013 thru 14-28-110-017-1036,,07/23/2020,07/23/2020,41.9363036352,-87.6481177876,"(41.936303635187, -87.64811778763767)"
2021,PB2017A02021,President,1044 Dickens Condo Assoc,1044,W,Dickens,AVE,4,14-32-215-042-0000,06/07/0017,10/20/2017,10/20/2017,41.9200063933,-87.6552105331,"(41.920006393323476, -87.65521053309104)"
1431,PB2017A01431,Registered Agent,,6250,N,Winthrop,AVE,39,14-05-204-016-0000,,07/18/2017,07/18/2017,41.9961032827,-87.658549239,"(41.9961032827325, -87.65854923896978)"
2020,PB2017A02020,"Lakeview Associates, Inc. (property manager)",,2339,N,Geneva,TER,98,14-33-104-013-0000,,10/20/2017,10/20/2017,41.9248558761,-87.6437358706,"(41.92485587611546, -87.64373587059708)"
1686,PB2017A01686,AUTHORIZED AGENT,MONTROSE CORNER TOWNHOMES,4349-4359,N,CAMPBELL,AVE,15,13134020541015,,08/11/2017,08/11/2017,41.9609560767,-87.6916486277,"(41.96095607671822, -87.69164862774976)"
521,PB2016A00521,Property Manager,Thorndale Beach North Condominium Assoc,5901,N,Sheridan,RD,151,14-05-403-019-1001-1151,,08/08/2016,08/31/2016,41.9892551989,-87.6552125606,"(41.989255198913554, -87.65521256058591)"
1460,PB2017A01460,PROPERTY MANAGER,,2056-2058,N,CLEVELAND,AVE,6,14-33-130-077-0000,,07/20/2017,07/20/2017,41.9199593946,-87.6414476093,"(41.919959394601214, -87.6414476092934)"
533,PB2016A00533,Authorized Agent,4900 N Marine Drive Condominium Assoc,4900,N,Marine,DR,82,14-08-413-040-1001-1084,,,09/13/2016,41.9716553047,-87.6505760587,"(41.971655304694835, -87.65057605865525)"
10,PB2016A00010,President,Ambassador Condominium Homeowners Assoc.,1300,N,State,PKWY,38,17-04-218-051-1001-1038,,01/29/2008,07/20/2016,41.9058630977,-87.6288916259,"(41.90586309765448, -87.62889162594686)"
2006,PB2017A02006,President,Henderson Lamon Condo Assoc,3337-3339,N,Lamon,AVE,17,13-21-411-011-0000,,10/10/2017,10/10/2017,41.9417547383,-87.7492765109,"(41.941754738296666, -87.74927651091991)"
3047,PB2020A03047,Property Manager,1651 North Dayton Condominium Association,1651,N,Dayton,ST,16,14-32-426-068-1001 to 1015,,01/22/2020,01/22/2020,41.9123424637,-87.6493859857,"(41.912342463671486, -87.64938598568472)"
230,PB2016A00230,Property Manager,5040-60 N Marine Drive Condominium Assoc,5060,N,Marine,DR,36,14-08-407-022-1168-1203,,,08/09/2016,41.975141584,-87.6518172248,"(41.975141584032094, -87.65181722476525)"
2621,PB2019A02621,Manager,,2407,W,Eastwood,AVE,41,13-13-214-029-0000,,09/30/2019,09/30/2019,41.9656240472,-87.6891654772,"(41.965624047232, -87.689165477173)"
749,PB2016A00749,Owner,Punch Bowl LLC Park Lincoln by Reside,2470,N,Clark,ST,139,14-28-316-049-0000,,,10/11/2016,41.9272784543,-87.6416538853,"(41.92727845429446, -87.64165388533182)"
1426,PB2017A01426,property manager,Ogden Park Place Owner's Assoc,1800-1826,N,Sedgwick,ST,16,14-33-312-010-1013-1016,,07/18/2017,07/18/2017,41.9147976195,-87.6388544107,"(41.914797619510594, -87.63885441074041)"
2985,PB2019A02985,manager,,3252-3256,W,leland,AVE,6,13-14-205-019-0000,,10/30/2019,10/30/2019,41.966720906,-87.7105693244,"(41.966720906046696, -87.71056932438091)"
617,PB2016A00617,Authorized Agent,Chelsea Townhomes,1121,W,Monroe,ST,1,17-17-210-075-0000,,,09/22/2016,41.8802447342,-87.6555354861,"(41.88024473417511, -87.65553548606165)"
391,PB2016A00391,Authorized Agent,220 Walton Condominium Assoc,220,W,Walton,ST,19,17-08-208-020-1001-1019,,,08/26/2016,41.8998597288,-87.6352292778,"(41.89985972875149, -87.63522927781553)"
1308,PB2017A01308,Registered Agent,,3647-3657,N,Racine,AVE,20,14-20-224-001-0000,,03/29/2017,03/29/2017,41.9485739922,-87.6590515122,"(41.948573992159524, -87.65905151223738)"
1645,PB2017A01645,Agent,"Southport-Warner Properties, Inc.",4138,N,Southport,AVE,9,14-17-309-046-0000,,08/11/2017,08/11/2017,41.957309903,-87.6644405649,"(41.95730990304232, -87.66444056488693)"
381,PB2016A00381,Authorized Agent,Hartland Park Single Family HOA,2641-2730,N,Hartland,CT,23,14-30-403-130-0000,,,07/29/2016,41.9295696571,-87.6725639595,"(41.929569657146054, -87.67256395950955)"
1540,PB2017A01540,Property Manager,Landmark Village Condo Association,2801-2809,N,wolcott,AVE,999,14-30-222-173-1061,,08/10/2017,08/10/2017,41.932368834,-87.6755222129,"(41.932368834029006, -87.67552221287711)"
2321,PB2018A02321,property manager,Imperial Towers Condo Association,4250,N,Marine,DR,862,14-16-301-041-1001-1862,08/17/2016,05/18/2018,05/18/2018,41.960019954,-87.6469060276,"(41.96001995401928, -87.64690602761853)"
1670,PB2017A01670,Authorized Agent,Sterling Condominium Association,950-954,W,Belle Plaine,AVE,72,14174130231001,08/09/2016,08/11/2017,08/11/2017,41.9566550791,-87.6540174427,"(41.95665507905684, -87.65401744268196)"
899,PB2017A00899,President,3218-20 N. Damen Condo Assoc,3218-3220,N,Damen,AVE,6,14-19-331-043-1001-1006,,,11/22/2016,41.9401855266,-87.6785195498,"(41.94018552655283, -87.67851954979282)"
2109,PB2018A02109,President of 1846 N Sedgwick Condo Association,1846 N SEDGWICK CONDOMINIUM ASSOCIATION,1846,N,SEDGWICK,ST,5,14-33-311-051-100-1005,08/16/2017,01/05/2018,01/05/2018,41.9160823559,-87.6388957364,"(41.91608235588879, -87.63889573638603)"
917,PB2017A00917,Authorized Agent,Parke Sheridan Condo Assoc,4541-4543,N,Malden,ST,16,14-17-117-003-0000 and 14-17-117-023-0000,11/29/2016,,11/30/2016,41.9647975284,-87.6622448148,"(41.96479752844543, -87.66224481476499)"
2486,PB2019A02486,Condominium Board President,Gotham Lofts Condominium Association,420,S,Clinton,ST,187,17-16-127-011-1001 up to and including 17-16-011-1188,03/23/2016,03/18/2019,03/18/2019,41.8761486157,-87.6411524885,"(41.8761486157241, -87.64115248853541)"
1735,PB2017A01735,agent,Polk Place Condominium,749-751,N,Spaulding,AVE,12,16-14-411-037-1000,,08/14/2017,08/14/2017,41.8951572018,-87.7088405045,"(41.8951572018234, -87.70884050448967)"
96,PB2016A00096,Authorized Agent,Montrose Corner Town Homes,2467-2477,W,Montrose,AVE,15,13-13-402-054-1001-1015,,,07/29/2016,41.9611852051,-87.6912501519,"(41.96118520508955, -87.69125015187416)"
3384,PB2024A03384,Property Manager,The Jeffersonian Condominium Association,4830,N,LINDER,AVE,12,13-09-328-064-1001,,09/25/2024,09/25/2024,41.9687212346,-87.7652061551,"(41.96872123458113, -87.76520615512638)"
722,PB2016A00722,Registered Agent,Surf III LLC,426,W,Surf,ST,124,14-28-118-017-0000,10/05/2016,,10/06/2016,41.9344342932,-87.6404471734,"(41.93443429321062, -87.64044717340997)"
1946,PB2017A01946,Registered Agent,,527-537,W,Aldine,AVE,34,1421312006,,09/18/2017,09/18/2017,41.9421393258,-87.643126737,"(41.94213932575184, -87.64312673700663)"
